date,year,mounth,day,weekday,temp,pres,prec,wind,absenteeism
20120114,2012,1,14,6,-21,756,0,1.0,4
20120116,2012,1,16,1,-19,758,0,2.0,3
20120117,2012,1,17,2,-27,770,0,1.0,3
20120118,2012,1,18,3,-28,776,0,2.0,6
20120119,2012,1,19,4,-27,778,0,2.0,4
20120120,2012,1,20,5,-27,778,0,2.0,4
20120121,2012,1,21,6,-21,776,0,1.0,4
20120123,2012,1,23,1,-22,765,0,6.0,2
20120124,2012,1,24,2,-20,763,0,2.0,3
20120125,2012,1,25,3,-22,766,2,2.0,4
20120126,2012,1,26,4,-24,769,0,1.0,3
20120127,2012,1,27,5,-22,768,0,3.0,4
20120128,2012,1,28,6,-20,767,0,,4
20120130,2012,1,30,1,-25,765,0,2.0,4
20120131,2012,1,31,2,-29,775,0,2.0,7
20120201,2012,2,1,3,-31,774,0,,10
20120202,2012,2,2,4,-20,769,0,3.0,10
20120203,2012,2,3,5,-15,763,0,2.0,6
20120204,2012,2,4,6,-15,765,0,,5
20120206,2012,2,6,1,-15,777,0,,3
20120207,2012,2,7,2,-10,773,0,1.0,3
20120208,2012,2,8,3,-22,767,0,,5
20120209,2012,2,9,4,-18,759,0,1.0,4
20120210,2012,2,10,5,-22,762,0,2.0,3
20120211,2012,2,11,6,-17,763,2,6.0,4
20120213,2012,2,13,1,-16,771,2,2.0,4
20120214,2012,2,14,2,-14,771,0,,3
20120215,2012,2,15,3,-9,766,0,3.0,3
20120216,2012,2,16,4,-17,760,0,2.0,3
20120217,2012,2,17,5,-14,756,0,2.0,3
20120218,2012,2,18,6,-14,754,0,1.0,4
20120220,2012,2,20,1,-17,756,0,1.0,3
20120221,2012,2,21,2,-16,764,0,2.0,3
20120222,2012,2,22,3,-13,769,0,,3
20120223,2012,2,23,4,-14,768,0,1.0,1
20120224,2012,2,24,5,-17,764,0,,5
20120225,2012,2,25,6,-16,762,0,2.0,4
20120227,2012,2,27,1,-12,763,0,1.0,3
20120228,2012,2,28,2,-9,758,0,1.0,4
20120301,2012,3,1,4,-12,759,0,,5
20120302,2012,3,2,5,-13,760,0,,5
20120303,2012,3,3,6,-6,758,0,,6
20120305,2012,3,5,1,-4,757,0,,2
20120306,2012,3,6,2,0,759,0,,3
20120307,2012,3,7,3,-1,760,0,,2
20120308,2012,3,8,4,0,761,0,3.0,0
20120309,2012,3,9,5,3,760,0,,6
20120310,2012,3,10,6,3,759,0,,5
20120312,2012,3,12,1,-1,758,0,2.0,3
20120313,2012,3,13,2,-2,749,0,,3
20120314,2012,3,14,3,-5,753,0,4.0,3
20120315,2012,3,15,4,-5,758,0,2.0,2
20120316,2012,3,16,5,1,752,0,1.0,3
20120317,2012,3,17,6,-3,748,0,4.0,3
20120319,2012,3,19,1,-7,751,0,9.0,3
20120320,2012,3,20,2,0,746,0,7.0,4
20120321,2012,3,21,3,0,760,0,3.0,3
20120322,2012,3,22,4,1,757,0,4.0,3
20120323,2012,3,23,5,4,752,0,3.0,4
20120324,2012,3,24,6,2,750,0,3.0,0
20120402,2012,4,2,1,5,754,0,2.0,2
20120403,2012,4,3,2,6,762,0,1.0,2
20120404,2012,4,4,3,10,756,0,4.0,1
20120405,2012,4,5,4,9,755,0,4.0,3
20120406,2012,4,6,5,4,762,0,3.0,2
20120407,2012,4,7,6,8,748,0,5.0,3
20120409,2012,4,9,1,6,764,0,3.0,2
20120410,2012,4,10,2,10,761,0,2.0,2
20120411,2012,4,11,3,13,753,0,5.0,2
20120412,2012,4,12,4,5,756,0,1.0,1
20120413,2012,4,13,5,11,749,0,2.0,1
20120414,2012,4,14,6,16,754,0,2.0,3
20120416,2012,4,16,1,16,746,0,2.0,2
20120417,2012,4,17,2,9,749,0,2.0,2
20120418,2012,4,18,3,8,754,0,,2
20120419,2012,4,19,4,15,748,0,1.0,2
20120420,2012,4,20,5,20,740,0,3.0,2
20120421,2012,4,21,6,2,745,2,3.0,4
20120423,2012,4,23,1,6,759,0,1.0,3
20120424,2012,4,24,2,7,749,0,1.0,2
20120425,2012,4,25,3,10,754,0,6.0,3
20120426,2012,4,26,4,5,755,0,3.0,3
20120427,2012,4,27,5,9,750,0,3.0,2
20120428,2012,4,28,6,9,749,0,3.0,4
20120430,2012,4,30,1,8,741,0,4.0,6
20120502,2012,5,2,3,19,744,0,1.0,3
20120503,2012,5,3,4,12,741,0,4.0,2
20120504,2012,5,4,5,9,744,0,3.0,2
20120505,2012,5,5,6,9,742,1,6.0,4
20120507,2012,5,7,1,9,755,0,3.0,4
20120508,2012,5,8,2,8,754,0,5.0,4
20120510,2012,5,10,4,7,763,0,3.0,2
20120511,2012,5,11,5,11,760,0,3.0,1
20120512,2012,5,12,6,17,753,0,2.0,1
20120514,2012,5,14,1,21,747,0,4.0,2
20120515,2012,5,15,2,24,745,0,4.0,2
20120516,2012,5,16,3,11,749,0,3.0,3
20120517,2012,5,17,4,11,755,0,5.0,2
20120518,2012,5,18,5,15,748,0,2.0,2
20120519,2012,5,19,6,10,750,0,2.0,3
20120521,2012,5,21,1,16,755,0,3.0,3
20120522,2012,5,22,2,18,751,0,2.0,3
20120523,2012,5,23,3,26,744,0,3.0,1
20120524,2012,5,24,4,18,738,3,4.0,0
20120525,2012,5,25,5,10,750,0,2.0,1
20120526,2012,5,26,6,9,757,0,2.0,2
20120528,2012,5,28,1,16,756,0,3.0,1
20120529,2012,5,29,2,20,754,0,3.0,1
20120530,2012,5,30,3,26,751,0,2.0,1
20120531,2012,5,31,4,27,750,0,1.0,0
20120509,2012,5,9,3,6,763,0,2.0,0
20120601,2012,6,1,5,28,749,0,1.0,1
20120602,2012,6,2,6,27,749,0,3.0,0
20120604,2012,6,4,1,29,747,0,1.0,0
20120605,2012,6,5,2,28,745,0,1.0,0
20120606,2012,6,6,3,26,741,0,3.0,0
20120607,2012,6,7,4,20,746,0,3.0,0
20120608,2012,6,8,5,23,749,0,1.0,0
20120609,2012,6,9,6,26,748,0,1.0,0
20120611,2012,6,11,1,29,744,0,2.0,0
20111017,2011,10,17,1,15,748,0,4.0,0
20111018,2011,10,18,2,6,752,0,2.0,0
20111019,2011,10,19,3,4,758,0,2.0,0
20111020,2011,10,20,4,6,758,0,1.0,0
20111021,2011,10,21,5,5,762,0,1.0,0
20111022,2011,10,22,6,5,761,0,1.0,0
20111024,2011,10,24,1,8,756,0,1.0,0
20111025,2011,10,25,2,8,751,0,1.0,0
20111026,2011,10,26,3,4,752,0,1.0,0
20111027,2011,10,27,4,7,740,0,5.0,0
20111028,2011,10,28,5,1,749,0,3.0,0
20111029,2011,10,29,6,0,748,0,10.0,1
20111031,2011,10,31,1,-3,754,0,8.0,1
20111001,2011,10,1,6,17,757,0,1.0,0
20111003,2011,10,3,1,13,746,1,6.0,0
20111004,2011,10,4,2,14,746,0,2.0,0
20111005,2011,10,5,3,17,742,0,4.0,0
20111006,2011,10,6,4,10,746,0,7.0,0
20111007,2011,10,7,5,11,752,0,6.0,0
20111008,2011,10,8,6,12,747,0,8.0,0
20111010,2011,10,10,1,12,761,0,3.0,0
20111011,2011,10,11,2,13,758,0,4.0,0
20111012,2011,10,12,3,14,759,0,2.0,0
20111013,2011,10,13,4,16,758,0,3.0,0
20111014,2011,10,14,5,18,757,0,,0
20111015,2011,10,15,6,16,754,0,,0
20111101,2011,11,1,2,0,747,2,2.0,0
20111102,2011,11,2,3,-4,756,0,8.0,0
20111103,2011,11,3,4,2,750,0,6.0,0
20111104,2011,11,4,5,4,748,0,10.0,0
20111105,2011,11,5,6,5,751,0,6.0,0
20111114,2011,11,14,1,-8,754,0,2.0,2
20111115,2011,11,15,2,-10,753,0,2.0,2
20111116,2011,11,16,3,-7,758,2,6.0,1
20111117,2011,11,17,4,-6,757,0,7.0,2
20111118,2011,11,18,5,-4,747,2,10.0,2
20111119,2011,11,19,6,-8,749,2,8.0,3
20111121,2011,11,21,1,-7,756,0,9.0,2
20111122,2011,11,22,2,-4,747,0,3.0,2
20111123,2011,11,23,3,-9,754,2,8.0,1
20111124,2011,11,24,4,-13,756,0,4.0,2
20111125,2011,11,25,5,-15,756,0,4.0,3
20111126,2011,11,26,6,-13,759,0,2.0,5
20111128,2011,11,28,1,-12,761,0,4.0,3
20111129,2011,11,29,2,-12,762,2,5.0,3
20111130,2011,11,30,3,-12,766,0,3.0,2
20111107,2011,11,7,1,-4,755,0,2.0,0
20111108,2011,11,8,2,-5,751,0,1.0,0
20111109,2011,11,9,3,-8,758,0,12.0,0
20111110,2011,11,10,4,-7,755,2,7.0,0
20111111,2011,11,11,5,-11,763,2,5.0,0
20111112,2011,11,12,6,-4,752,0,7.0,0
20111201,2011,12,1,4,-10,759,0,3.0,3
20111202,2011,12,2,5,-8,754,0,3.0,3
20111203,2011,12,3,6,-10,755,2,1.0,4
20111205,2011,12,5,1,-10,760,0,6.0,2
20111206,2011,12,6,2,-8,766,0,7.0,2
20111207,2011,12,7,3,-6,768,0,3.0,1
20111208,2011,12,8,4,-12,771,0,1.0,2
20111209,2011,12,9,5,-16,768,0,,2
20111210,2011,12,10,6,-13,764,0,2.0,2
20111212,2011,12,12,1,-13,763,0,2.0,1
20111213,2011,12,13,2,-11,763,0,2.0,1
20111214,2011,12,14,3,-10,764,0,1.0,2
20111215,2011,12,15,4,-8,760,0,1.0,2
20111216,2011,12,16,5,-16,767,0,3.0,2
20111217,2011,12,17,6,-20,770,0,1.0,3
20111219,2011,12,19,1,-14,768,0,2.0,2
20111220,2011,12,20,2,-14,772,0,4.0,1
20111221,2011,12,21,3,-16,771,0,2.0,1
20111222,2011,12,22,4,-13,766,0,4.0,1
20111223,2011,12,23,5,-11,764,0,4.0,2
20111224,2011,12,24,6,-12,760,0,2.0,1
20111226,2011,12,26,1,-11,752,0,3.0,0
20111227,2011,12,27,2,-5,751,2,9.0,0
20111228,2011,12,28,3,-12,756,0,6.0,0
20111229,2011,12,29,4,-7,752,0,5.0,0
20111230,2011,12,30,5,-3,751,0,6.0,0
20110926,2011,9,26,1,12,761,0,3.0,0
20110927,2011,9,27,2,16,760,0,1.0,0
20110928,2011,9,28,3,17,755,0,1.0,0
20110929,2011,9,29,4,17,750,0,4.0,0
20110930,2011,9,30,5,14,758,0,4.0,0
20110905,2011,9,5,1,16,761,0,2.0,0
20110906,2011,9,6,2,17,759,0,1.0,0
20110907,2011,9,7,3,18,754,0,2.0,0
20110908,2011,9,8,4,20,747,0,2.0,0
20110909,2011,9,9,5,23,741,0,,0
20110910,2011,9,10,6,11,747,0,2.0,0
20110912,2011,9,12,1,15,759,0,2.0,0
20110913,2011,9,13,2,18,758,0,3.0,0
20110914,2011,9,14,3,17,758,0,2.0,0
20110915,2011,9,15,4,19,754,0,2.0,0
20110916,2011,9,16,5,21,752,0,2.0,0
20110917,2011,9,17,6,20,752,0,1.0,0
20110919,2011,9,19,1,23,752,0,,0
20110920,2011,9,20,2,24,748,0,,0
20110921,2011,9,21,3,19,746,0,3.0,0
20110922,2011,9,22,4,16,749,0,3.0,0
20110923,2011,9,23,5,15,750,0,4.0,0
20110924,2011,9,24,6,14,744,1,4.0,0
20130114,2013,1,14,1,-8,750,0,9.0,2
20130115,2013,1,15,2,-3,742,0,7.0,2
20130116,2013,1,16,3,-11,749,0,6.0,3
20130117,2013,1,17,4,-16,755,0,8.0,3
20130118,2013,1,18,5,-23,758,0,2.0,3
20130119,2013,1,19,6,-17,757,0,3.0,4
20130121,2013,1,21,1,-8,751,2,2.0,2
20130122,2013,1,22,2,-11,755,0,,2
20130123,2013,1,23,3,-1,743,0,11.0,3
20130124,2013,1,24,4,-9,750,0,4.0,3
20130125,2013,1,25,5,-3,747,2,1.0,2
20130126,2013,1,26,6,1,742,0,6.0,4
20130128,2013,1,28,1,-23,760,0,3.0,3
20130129,2013,1,29,2,-22,762,0,2.0,2
20130130,2013,1,30,3,-18,758,2,3.0,4
20130131,2013,1,31,4,-18,763,0,1.0,2
20130201,2013,2,1,5,-11,758,0,4.0,2
20130202,2013,2,2,6,-8,756,0,3.0,4
20130204,2013,2,4,1,-10,759,2,,2
20130205,2013,2,5,2,-8,762,2,1.0,2
20130206,2013,2,6,3,-12,766,0,2.0,2
20130207,2013,2,7,4,-15,767,0,1.0,2
20130208,2013,2,8,5,-18,764,0,2.0,2
20130209,2013,2,9,6,-24,768,0,,3
20130211,2013,2,11,1,-7,758,2,2.0,2
20130212,2013,2,12,2,-19,766,0,,4
20130213,2013,2,13,3,-13,759,0,9.0,3
20130214,2013,2,14,4,-8,749,2,3.0,4
20130215,2013,2,15,5,-18,757,0,3.0,3
20130216,2013,2,16,6,-20,767,0,2.0,5
20130218,2013,2,18,1,-17,760,2,1.0,3
20130219,2013,2,19,2,-13,757,0,4.0,2
20130220,2013,2,20,3,-13,762,0,1.0,3
20130221,2013,2,21,4,-8,756,0,3.0,2
20130222,2013,2,22,5,-5,752,2,2.0,3
20130225,2013,2,25,1,-13,753,2,3.0,5
20130226,2013,2,26,2,-11,747,2,8.0,5
20130228,2013,2,28,4,-4,748,0,6.0,5
20130301,2013,3,1,5,-16,755,0,4.0,5
20130302,2013,3,2,6,-10,755,0,3.0,7
20130304,2013,3,4,1,-2,749,0,9.0,4
20130305,2013,3,5,2,-13,762,0,3.0,2
20130306,2013,3,6,3,-11,747,2,4.0,3
20130307,2013,3,7,4,-10,741,0,1.0,2
20130309,2013,3,9,6,-4,740,2,14.0,3
20130311,2013,3,11,1,-12,764,0,1.0,2
20130312,2013,3,12,2,-7,750,0,2.0,2
20130313,2013,3,13,3,-1,751,0,,2
20130314,2013,3,14,4,2,749,0,3.0,2
20130315,2013,3,15,5,-1,752,0,2.0,3
20130316,2013,3,16,6,-4,765,0,1.0,3
20130318,2013,3,18,1,2,752,0,1.0,2
20130319,2013,3,19,2,3,750,0,1.0,2
20130320,2013,3,20,3,-8,759,0,2.0,3
20130321,2013,3,21,4,-5,747,0,2.0,2
20130322,2013,3,22,5,-5,758,0,1.0,3
20130323,2013,3,23,6,-1,748,2,1.0,2
20130403,2013,4,3,3,-2,763,0,4.0,3
20130404,2013,4,4,4,1,755,0,7.0,2
20130405,2013,4,5,5,2,754,0,4.0,3
20130406,2013,4,6,6,3,757,0,4.0,3
20130408,2013,4,8,1,9,756,0,3.0,3
20130409,2013,4,9,2,8,752,0,2.0,2
20130410,2013,4,10,3,8,754,0,3.0,3
20130411,2013,4,11,4,5,760,0,3.0,3
20130412,2013,4,12,5,4,757,0,4.0,2
20130413,2013,4,13,6,8,746,0,1.0,4
20130415,2013,4,15,1,5,756,0,4.0,2
20130416,2013,4,16,2,4,757,0,4.0,2
20130417,2013,4,17,3,6,748,0,1.0,2
20130418,2013,4,18,4,3,747,1,2.0,3
20130419,2013,4,19,5,3,750,0,2.0,2
20130420,2013,4,20,6,5,751,1,1.0,4
20130422,2013,4,22,1,10,753,0,2.0,2
20130423,2013,4,23,2,13,750,0,2.0,2
20130424,2013,4,24,3,14,742,0,4.0,2
20130425,2013,4,25,4,8,745,0,4.0,2
20130426,2013,4,26,5,7,753,0,3.0,2
20130427,2013,4,27,6,14,751,0,2.0,3
20130429,2013,4,29,1,6,744,3,4.0,3
20130430,2013,4,30,2,10,740,0,4.0,1
20130506,2013,5,6,1,12,755,0,1.0,4
20130507,2013,5,7,2,8,751,1,9.0,3
20130508,2013,5,8,3,22,747,1,5.0,3
20130513,2013,5,13,1,4,749,0,4.0,1
20130514,2013,5,14,2,8,752,0,2.0,1
20130515,2013,5,15,3,15,743,0,3.0,1
20130516,2013,5,16,4,12,749,0,4.0,2
20130517,2013,5,17,5,10,750,0,2.0,1
20130518,2013,5,18,6,8,739,1,8.0,2
20130520,2013,5,20,1,9,742,0,4.0,2
20130521,2013,5,21,2,9,743,0,5.0,2
20130522,2013,5,22,3,13,744,1,6.0,1
20130523,2013,5,23,4,9,739,0,8.0,2
20130524,2013,5,24,5,13,748,0,3.0,1
20130525,2013,5,25,6,11,751,0,2.0,0
20130527,2013,5,27,1,16,748,0,2.0,1
20130528,2013,5,28,2,16,745,0,4.0,1
20130529,2013,5,29,3,10,750,0,3.0,0
20130530,2013,5,30,4,16,750,0,3.0,1
20130531,2013,5,31,5,11,744,0,3.0,0
20130601,2013,6,1,6,11,748,0,5.0,1
20130603,2013,6,3,1,11,743,0,4.0,0
20130604,2013,6,4,2,14,746,0,3.0,0
20130605,2013,6,5,3,13,748,1,2.0,0
20130606,2013,6,6,4,14,751,0,3.0,0
20130607,2013,6,7,5,20,754,0,2.0,0
20130608,2013,6,8,6,21,750,0,5.0,0
20130610,2013,6,10,1,19,738,0,2.0,0
20130611,2013,6,11,2,16,741,0,4.0,0
20120903,2012,9,3,1,23,741,0,3.0,1
20120904,2012,9,4,2,19,745,0,3.0,2
20120905,2012,9,5,3,16,744,0,4.0,1
20120906,2012,9,6,4,12,751,0,3.0,2
20120907,2012,9,7,5,19,752,0,3.0,1
20120910,2012,9,10,1,25,755,0,1.0,1
20120911,2012,9,11,2,24,750,0,1.0,2
20120912,2012,9,12,3,26,745,0,1.0,1
20120913,2012,9,13,4,17,748,1,,1
20120914,2012,9,14,5,18,744,0,3.0,1
20120915,2012,9,15,6,12,741,0,10.0,0
20120917,2012,9,17,1,13,748,0,4.0,2
20120918,2012,9,18,2,20,742,0,1.0,2
20120919,2012,9,19,3,12,740,3,1.0,1
20120920,2012,9,20,4,11,744,1,5.0,2
20120921,2012,9,21,5,11,747,1,6.0,2
20120922,2012,9,22,6,10,751,0,1.0,1
20120924,2012,9,24,1,12,752,0,1.0,2
20120925,2012,9,25,2,12,757,0,4.0,3
20120926,2012,9,26,3,16,754,0,4.0,2
20120927,2012,9,27,4,15,748,0,3.0,2
20120928,2012,9,28,5,14,750,0,3.0,3
20120929,2012,9,29,6,11,757,0,1.0,3
20120908,2012,9,8,6,21,753,0,3.0,0
20121001,2012,10,1,1,13,754,0,,3
20121002,2012,10,2,2,14,753,0,2.0,3
20121003,2012,10,3,3,16,750,0,3.0,3
20121004,2012,10,4,4,14,746,0,8.0,3
20121005,2012,10,5,5,8,750,0,5.0,3
20121006,2012,10,6,6,5,754,0,2.0,4
20121008,2012,10,8,1,9,752,1,4.0,2
20121009,2012,10,9,2,11,748,0,3.0,2
20121010,2012,10,10,3,5,758,0,3.0,2
20121011,2012,10,11,4,5,763,0,,2
20121012,2012,10,12,5,6,762,0,1.0,1
20121013,2012,10,13,6,5,764,0,1.0,4
20121015,2012,10,15,1,7,761,0,2.0,3
20121016,2012,10,16,2,10,757,0,1.0,2
20121017,2012,10,17,3,12,753,0,2.0,2
20121018,2012,10,18,4,7,755,0,2.0,3
20121019,2012,10,19,5,3,756,0,,3
20121020,2012,10,20,6,5,747,1,3.0,2
20121022,2012,10,22,1,2,745,0,3.0,2
20121023,2012,10,23,2,1,738,2,,3
20121024,2012,10,24,3,-5,748,2,1.0,1
20121025,2012,10,25,4,-3,758,0,2.0,1
20121026,2012,10,26,5,-2,760,0,3.0,2
20121027,2012,10,27,6,2,757,0,10.0,2
20121029,2012,10,29,1,7,752,0,5.0,2
20121030,2012,10,30,2,1,754,2,2.0,2
20121101,2012,11,1,4,0,766,0,3.0,3
20121102,2012,11,2,5,0,763,0,7.0,2
20121103,2012,11,3,6,3,749,0,4.0,1
20121112,2012,11,12,1,0,737,1,9.0,2
20121113,2012,11,13,2,-2,744,0,3.0,2
20121114,2012,11,14,3,-5,758,2,9.0,1
20121115,2012,11,15,4,0,750,0,8.0,2
20121116,2012,11,16,5,-1,740,2,5.0,1
20121117,2012,11,17,6,-4,754,2,8.0,2
20121119,2012,11,19,1,-2,750,2,1.0,2
20121120,2012,11,20,2,-9,763,0,1.0,2
20121121,2012,11,21,3,-9,759,2,10.0,2
20121122,2012,11,22,4,-4,752,2,7.0,2
20121123,2012,11,23,5,-12,753,0,2.0,2
20121124,2012,11,24,6,-7,750,2,4.0,3
20121126,2012,11,26,1,-14,754,0,2.0,2
20121127,2012,11,27,2,-15,762,0,2.0,2
20121128,2012,11,28,3,-18,760,0,,1
20121129,2012,11,29,4,-14,749,2,3.0,2
20121130,2012,11,30,5,-17,751,2,1.0,1
20121201,2012,12,1,6,-22,758,2,2.0,3
20121203,2012,12,3,1,-16,762,2,2.0,2
20121204,2012,12,4,2,-17,760,0,7.0,3
20121205,2012,12,5,3,-13,756,0,3.0,2
20121206,2012,12,6,4,-17,765,0,3.0,2
20121207,2012,12,7,5,-12,753,0,2.0,2
20121208,2012,12,8,6,-15,759,0,,3
20121210,2012,12,10,1,-26,759,0,2.0,2
20121211,2012,12,11,2,-32,763,0,1.0,4
20121212,2012,12,12,3,-33,762,0,,6
20121213,2012,12,13,4,-35,765,0,,9
20121214,2012,12,14,5,-36,769,0,,6
20121215,2012,12,15,6,-34,774,0,1.0,0
20121217,2012,12,17,1,-30,774,2,4.0,4
20121218,2012,12,18,2,-35,774,0,2.0,6
20121219,2012,12,19,3,-32,775,0,7.0,5
20121220,2012,12,20,4,-27,776,2,2.0,3
20121221,2012,12,21,5,-29,779,0,3.0,1
20121222,2012,12,22,6,-24,767,0,2.0,2
20121224,2012,12,24,1,-20,748,2,2.0,1
20121225,2012,12,25,2,-24,757,0,,1
20121226,2012,12,26,3,-24,761,0,2.0,0
20121227,2012,12,27,4,-22,771,0,5.0,0
20121228,2012,12,28,5,-14,766,2,7.0,0
20121229,2012,12,29,6,-10,758,2,7.0,1
20140113,2014,1,13,1,-12,761,0,2.0,2
20140114,2014,1,14,2,-8,755,2,3.0,2
20140115,2014,1,15,3,-6,758,0,3.0,2
20140116,2014,1,16,4,-3,756,0,6.0,2
20140117,2014,1,17,5,-6,756,2,4.0,2
20140118,2014,1,18,6,-11,764,0,2.0,3
20140120,2014,1,20,1,-4,746,0,4.0,2
20140121,2014,1,21,2,-14,744,0,6.0,2
20140122,2014,1,22,3,-18,753,0,6.0,2
20140123,2014,1,23,4,-18,762,0,3.0,2
20140124,2014,1,24,5,-16,755,0,2.0,3
20140125,2014,1,25,6,-22,753,0,2.0,3
20140127,2014,1,27,1,-15,743,2,,2
20140128,2014,1,28,2,-23,757,2,3.0,2
20140129,2014,1,29,3,-20,755,2,1.0,3
20140130,2014,1,30,4,-27,757,0,2.0,4
20140131,2014,1,31,5,-26,759,0,2.0,6
20140201,2014,2,1,6,-23,764,2,5.0,6
20140203,2014,2,3,1,-28,770,0,,4
20140204,2014,2,4,2,-23,768,0,,5
20140205,2014,2,5,3,-23,767,0,,3
20140206,2014,2,6,4,-21,771,0,,4
20140207,2014,2,7,5,-16,765,0,2.0,4
20140208,2014,2,8,6,-15,763,0,2.0,5
20140210,2014,2,10,1,-18,767,0,1.0,3
20140211,2014,2,11,2,-17,767,0,1.0,3
20140212,2014,2,12,3,-21,766,0,2.0,2
20140213,2014,2,13,4,-21,765,0,1.0,4
20140214,2014,2,14,5,-20,766,0,2.0,3
20140215,2014,2,15,6,-19,767,0,3.0,3
20140217,2014,2,17,1,-13,758,2,8.0,3
20140218,2014,2,18,2,-8,748,0,5.0,3
20140219,2014,2,19,3,-7,746,2,3.0,2
20140220,2014,2,20,4,-2,741,2,8.0,3
20140221,2014,2,21,5,-2,745,0,5.0,3
20140222,2014,2,22,6,-2,743,0,7.0,3
20140224,2014,2,24,1,-21,770,0,5.0,2
20140225,2014,2,25,2,-16,770,0,8.0,3
20140226,2014,2,26,3,-13,763,0,5.0,2
20140227,2014,2,27,4,-10,757,2,6.0,3
20140228,2014,2,28,5,-8,756,2,3.0,2
20140301,2014,3,1,6,-7,758,2,,3
20140303,2014,3,3,1,-8,764,2,2.0,3
20140304,2014,3,4,2,-8,767,0,3.0,2
20140305,2014,3,5,3,-10,764,0,1.0,1
20140306,2014,3,6,4,-8,758,0,2.0,2
20140307,2014,3,7,5,-4,746,0,3.0,1
20140310,2014,3,10,1,-5,762,0,6.0,0
20140311,2014,3,11,2,-3,752,2,9.0,2
20140312,2014,3,12,3,-1,752,0,8.0,1
20140313,2014,3,13,4,0,749,0,3.0,2
20140314,2014,3,14,5,2,732,0,8.0,2
20140315,2014,3,15,6,1,748,2,6.0,1
20140317,2014,3,17,1,3,761,0,,3
20140318,2014,3,18,2,5,751,0,2.0,2
20140319,2014,3,19,3,2,757,0,5.0,1
20140320,2014,3,20,4,4,748,0,3.0,2
20140321,2014,3,21,5,2,757,0,5.0,1
20140322,2014,3,22,6,6,753,0,1.0,2
20140324,2014,3,24,1,3,756,0,3.0,0
20140325,2014,3,25,2,3,757,0,4.0,0
20140326,2014,3,26,3,2,750,0,5.0,0
20140327,2014,3,27,4,3,741,1,4.0,0
20140328,2014,3,28,5,0,754,0,4.0,0
20140329,2014,3,29,6,4,754,0,,0
20140331,2014,3,31,1,7,750,0,,0
20140401,2014,4,1,2,13,747,0,3.0,1
20140402,2014,4,2,3,16,750,0,3.0,1
20140403,2014,4,3,4,7,754,0,1.0,1
20140404,2014,4,4,5,5,749,0,2.0,1
20140405,2014,4,5,6,4,755,0,2.0,1
20140407,2014,4,7,1,5,746,0,5.0,1
20140408,2014,4,8,2,3,751,1,9.0,1
20140409,2014,4,9,3,5,750,0,4.0,1
20140410,2014,4,10,4,11,741,1,4.0,1
20140411,2014,4,11,5,3,748,0,3.0,2
20140412,2014,4,12,6,-1,759,0,1.0,2
20140414,2014,4,14,1,3,759,0,2.0,1
20140415,2014,4,15,2,9,760,0,3.0,0
20140416,2014,4,16,3,10,760,0,4.0,0
20140417,2014,4,17,4,15,756,0,3.0,1
20140418,2014,4,18,5,11,758,0,2.0,1
20140419,2014,4,19,6,9,750,0,3.0,2
20140421,2014,4,21,1,13,739,0,4.0,1
20140422,2014,4,22,2,0,746,0,3.0,1
20140423,2014,4,23,3,4,760,0,7.0,1
20140424,2014,4,24,4,7,752,0,5.0,1
20140425,2014,4,25,5,9,739,0,5.0,2
20140426,2014,4,26,6,7,747,0,9.0,3
20140428,2014,4,28,1,1,753,0,4.0,2
20140429,2014,4,29,2,5,755,0,2.0,1
20140430,2014,4,30,3,2,757,1,2.0,2
20140502,2014,5,2,5,22,751,0,1.0,0
20140503,2014,5,3,6,21,746,0,2.0,0
20140505,2014,5,5,1,16,751,0,4.0,1
20140506,2014,5,6,2,13,764,0,2.0,1
20140507,2014,5,7,3,16,761,0,2.0,1
20140508,2014,5,8,4,17,756,0,2.0,1
20140510,2014,5,10,6,7,756,0,4.0,1
20140512,2014,5,12,1,15,755,0,2.0,1
20140513,2014,5,13,2,16,743,0,3.0,1
20140514,2014,5,14,3,12,751,0,2.0,1
20140515,2014,5,15,4,13,755,0,1.0,0
20140516,2014,5,16,5,14,752,0,2.0,1
20140517,2014,5,17,6,17,744,0,,1
20140519,2014,5,19,1,10,754,0,2.0,1
20140520,2014,5,20,2,14,745,0,4.0,0
20140521,2014,5,21,3,16,747,0,1.0,1
20140522,2014,5,22,4,8,748,0,1.0,1
20140523,2014,5,23,5,19,750,0,3.0,1
20140524,2014,5,24,6,16,736,3,7.0,0
20140526,2014,5,26,1,8,742,1,6.0,1
20140527,2014,5,27,2,12,746,0,2.0,1
20140528,2014,5,28,3,10,741,0,1.0,1
20140529,2014,5,29,4,13,740,0,2.0,1
20140530,2014,5,30,5,10,745,0,2.0,1
20140531,2014,5,31,6,12,753,0,3.0,1
20140602,2014,6,2,1,9,758,0,1.0,1
20140603,2014,6,3,2,12,752,0,7.0,0
20140604,2014,6,4,3,14,750,0,1.0,0
20140605,2014,6,5,4,11,752,0,2.0,1
20140606,2014,6,6,5,16,744,0,8.0,0
20140607,2014,6,7,6,11,744,0,1.0,1
20140609,2014,6,9,1,9,749,0,2.0,0
20140610,2014,6,10,2,15,750,0,3.0,0
20140611,2014,6,11,3,20,745,0,3.0,0
20140613,2014,6,13,5,21,750,0,2.0,0
20130903,2013,9,3,2,23,751,0,2.0,0
